Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends,CGPA
1,1,0,1,1,0,2,0,0,0,0,10,2,0,0,1,46,1,2,3,2,1,0,1,1,1,106,24,1,1,0,0,1,0,2,0,1,1,2,2,2
1,0,0,2,1,0,3,2,4,2,0,9,2,1,0,0,15,0,0,1,0,0,0,1,1,1,33,75,0,1,1,0,1,0,1,3,1,2,4,4,4
1,1,0,2,1,0,3,2,4,2,0,8,5,0,0,0,15,2,2,0,0,0,0,1,1,1,39,84,0,1,1,0,1,0,2,1,0,2,2,3,4
1,0,0,2,1,0,6,2,0,2,0,8,3,3,0,0,9,2,2,1,0,0,0,1,1,4,118,52,0,0,1,0,0,0,2,3,1,3,4,2,2
1,0,0,2,1,1,6,0,0,0,0,0,6,2,0,1,46,2,2,0,1,0,0,1,4,4,106,75,0,1,0,0,1,1,3,1,3,2,2,2,2
1,0,0,1,1,0,6,0,4,2,1,1,4,1,0,1,9,2,3,1,1,1,0,0,4,1,121,21,0,1,0,2,0,1,2,3,1,2,1,0,2
2,0,0,0,1,1,6,1,1,2,0,0,0,0,0,1,9,0,0,0,1,1,0,1,3,4,72,65,1,1,0,1,1,1,2,3,0,2,0,0,4
2,1,0,1,1,0,3,1,1,0,0,1,2,2,0,1,15,2,3,0,1,1,0,1,4,4,106,75,0,1,1,0,1,0,3,2,0,3,2,2,2
1,1,0,1,1,0,6,0,4,0,0,5,4,3,0,1,15,3,2,1,2,0,0,1,0,0,14,14,1,0,1,2,0,1,0,2,1,1,2,2,4
2,1,0,2,1,0,5,0,0,0,0,6,3,1,1,0,15,2,1,1,1,1,0,1,1,1,106,21,0,1,0,0,1,0,2,2,0,4,4,3,4
2,1,0,0,0,0,9,1,1,1,0,5,1,0,0,1,9,3,3,1,1,1,0,1,4,4,106,68,0,1,0,1,0,0,0,3,1,0,0,0,4
2,1,0,2,1,1,3,1,1,0,0,1,4,2,0,0,15,2,1,3,1,2,0,0,1,1,106,14,0,1,1,2,0,1,2,0,0,2,3,3,0
1,1,0,1,1,0,9,1,2,0,2,5,5,2,0,0,46,2,2,3,0,0,0,1,1,1,106,75,0,1,1,0,0,0,0,1,1,1,1,1,2
1,0,0,1,1,0,3,1,1,2,0,5,2,3,0,0,6,3,3,0,1,1,1,1,1,1,121,24,0,0,1,2,1,1,2,2,0,2,1,0,2
1,0,0,0,1,0,5,1,1,0,0,10,2,0,0,0,15,2,2,1,1,1,0,1,4,4,106,61,0,1,0,0,1,0,2,3,1,2,2,1,4
1,1,0,1,1,0,5,1,1,1,1,6,4,1,0,0,9,1,2,0,0,0,0,1,1,1,39,75,0,1,1,0,1,0,0,2,1,1,2,2,2
1,0,0,2,1,1,2,1,0,0,0,6,5,2,0,0,15,1,2,0,1,1,0,1,4,4,106,65,0,1,0,2,1,0,2,2,1,2,3,4,4
1,1,0,2,1,0,5,1,1,1,0,5,3,3,0,1,15,2,2,0,1,1,0,1,4,1,121,75,0,0,0,0,1,0,2,1,1,2,1,3,0
1,1,0,2,1,0,3,1,0,3,0,8,3,0,0,1,15,2,1,1,0,0,0,1,1,1,14,14,1,1,0,2,0,1,0,2,1,3,2,2,4
2,0,0,1,1,1,9,0,2,0,2,6,3,2,0,0,15,2,2,3,1,1,1,1,1,1,16,2,0,1,0,2,1,0,2,3,1,0,2,2,0
3,1,0,1,1,0,3,0,2,0,0,0,3,3,0,1,15,2,2,1,1,0,1,1,4,4,121,75,1,1,0,0,0,0,3,1,1,3,2,0,4
0,1,0,1,1,0,9,1,4,2,0,0,0,0,0,0,9,1,2,2,2,2,1,1,1,1,39,24,0,1,0,0,1,0,0,1,1,1,4,0,4
2,0,0,1,1,0,6,0,2,1,0,9,3,1,0,1,9,2,3,0,1,1,1,1,1,1,39,75,0,1,1,2,1,1,0,1,1,4,3,3,4
2,0,0,1,1,1,9,0,2,1,0,8,4,0,0,0,9,2,3,0,0,0,0,1,4,4,106,65,1,1,1,2,0,0,0,3,1,3,1,1,2
1,1,0,2,0,0,5,1,0,2,0,6,6,1,0,1,9,2,2,1,0,0,0,1,4,4,106,85,1,1,0,2,0,0,1,0,1,3,2,2,2
2,0,0,1,1,0,0,0,1,0,0,5,5,1,0,1,15,3,2,0,1,0,0,1,1,1,106,14,0,1,0,0,0,1,1,1,1,2,3,3,4
1,1,0,1,1,0,5,1,4,2,1,1,4,1,0,0,9,2,2,1,1,1,0,1,1,1,106,65,0,1,1,2,1,1,3,1,3,2,2,2,3
2,0,0,1,1,0,2,0,0,0,0,12,1,0,0,0,15,2,2,1,2,2,0,1,4,4,106,65,0,1,1,2,1,0,3,2,3,2,3,2,2
3,1,0,1,1,0,3,1,0,0,2,0,2,1,0,0,15,2,1,0,1,0,0,1,1,1,106,21,1,1,1,0,0,1,0,0,1,4,2,2,2
1,1,0,0,1,0,6,1,4,2,0,0,1,3,1,1,9,2,2,1,1,1,0,1,1,4,161,14,0,0,1,2,1,0,1,0,0,1,2,0,0
2,0,0,1,1,0,6,0,0,2,0,1,3,3,0,0,9,2,2,0,1,1,0,1,1,1,27,21,0,1,1,2,0,0,1,1,1,2,3,2,4
3,0,0,2,1,1,9,0,1,0,0,8,3,1,0,0,15,2,3,3,0,1,0,1,4,4,25,75,1,0,1,0,1,1,2,0,1,1,2,3,4
2,1,0,1,1,0,2,0,4,2,0,6,4,1,0,1,33,3,3,3,1,1,0,1,1,1,103,6,1,1,0,2,0,1,1,1,0,2,2,2,2
2,0,0,2,1,0,6,0,1,0,1,8,5,0,1,0,15,2,1,0,0,0,0,1,4,4,158,83,1,1,0,2,1,0,2,3,1,1,1,1,0
1,0,0,2,1,0,2,1,1,0,0,12,0,0,0,1,46,2,0,3,1,1,0,1,4,3,106,75,1,1,0,2,0,0,1,2,0,2,3,2,4
1,0,0,1,0,0,6,0,4,2,0,10,3,0,0,1,9,2,2,1,2,1,0,1,4,4,106,75,0,0,0,0,0,0,1,3,1,1,1,3,2
3,0,0,1,1,1,8,0,5,3,2,6,5,0,0,1,15,0,2,0,1,1,0,1,1,1,3,36,1,1,0,0,0,0,2,3,1,2,0,0,0
3,1,0,1,1,0,5,0,2,3,2,12,0,0,1,0,9,2,1,1,0,0,0,1,4,1,39,14,0,1,0,2,0,0,2,0,1,4,2,2,2
2,0,0,0,1,0,8,2,3,3,0,11,1,0,1,0,15,1,1,3,1,1,1,1,3,3,27,24,0,1,0,3,1,1,2,3,1,0,0,2,2
2,0,0,2,1,0,2,0,2,3,0,6,3,3,0,1,15,2,1,0,1,0,0,1,1,1,27,24,0,1,0,0,0,0,0,2,1,0,2,1,4
2,1,0,2,1,1,5,0,2,0,2,9,1,3,0,0,9,2,1,3,1,1,0,1,3,4,123,76,0,1,0,2,0,0,0,1,3,2,0,0,2
3,1,1,2,1,0,5,0,1,0,0,6,4,0,0,0,46,0,2,1,0,1,1,1,1,1,14,75,0,1,0,2,0,0,2,3,1,2,0,1,2
2,1,0,1,1,0,9,0,2,3,0,7,2,1,0,0,15,2,2,3,1,0,0,1,1,1,14,21,0,1,0,2,1,0,1,0,1,4,2,2,4
2,1,0,1,0,0,3,0,2,3,1,6,3,3,0,1,15,3,2,1,1,1,1,1,1,1,14,46,0,1,0,1,1,1,0,2,1,4,2,0,4
2,0,0,1,1,0,0,0,2,1,0,5,4,2,0,1,9,2,2,1,0,1,0,1,1,1,47,64,0,1,0,1,1,0,0,3,1,3,4,3,4
2,1,0,1,1,0,5,0,3,1,0,6,3,0,0,1,15,1,2,0,1,1,0,0,4,4,98,75,0,1,0,2,1,1,0,2,1,2,2,3,4
3,0,0,0,1,1,9,0,2,1,0,2,0,0,1,1,15,2,3,0,2,2,1,1,4,4,105,21,1,0,0,2,1,0,2,3,1,2,2,2,4
3,0,0,1,1,1,2,0,2,3,1,5,2,3,0,1,9,2,2,0,1,1,0,1,4,4,106,65,0,1,0,2,0,1,0,2,1,2,2,1,4
2,0,0,0,1,1,1,0,2,1,0,8,3,1,1,0,15,2,3,0,0,2,1,1,1,1,39,21,1,1,1,0,1,0,2,2,1,2,3,2,4
2,1,0,2,1,0,2,0,2,3,1,5,5,1,0,1,15,2,2,1,0,1,0,1,3,3,98,33,0,1,1,0,0,0,0,1,1,1,3,2,2
2,0,0,2,1,1,8,0,3,3,0,3,0,0,1,1,5,0,3,0,1,1,0,1,1,1,22,19,0,1,0,0,1,1,2,3,0,0,3,3,4
2,0,0,0,1,0,8,0,2,3,0,9,5,0,0,1,15,1,2,0,2,2,1,1,4,4,121,75,0,1,0,2,0,1,2,3,1,3,1,1,2
2,1,0,1,1,0,2,0,2,3,1,8,3,1,0,1,15,1,1,0,1,1,0,1,1,1,121,75,1,1,1,2,0,0,3,2,0,1,1,2,2
2,0,1,1,1,0,3,0,2,1,0,0,0,0,0,0,46,3,2,1,1,1,0,1,1,4,2,75,0,0,1,1,0,0,0,2,1,0,1,0,2
2,1,0,1,1,0,2,0,2,3,0,11,1,0,1,0,9,1,2,3,1,2,0,1,1,4,98,75,0,1,1,2,1,0,2,2,1,4,4,4,4
2,1,0,1,1,0,2,0,2,3,0,7,5,0,0,0,46,2,2,3,0,0,1,1,1,1,27,28,0,1,1,2,1,0,1,2,1,3,3,3,4
2,0,0,2,1,1,8,0,3,1,0,7,3,3,0,1,15,2,2,3,2,1,0,1,4,4,106,65,1,1,0,0,1,0,2,2,1,1,2,3,2
2,0,0,1,1,0,5,0,2,3,0,12,0,0,0,1,9,2,2,0,1,1,0,1,4,1,60,21,0,1,0,0,0,0,0,1,1,2,2,2,4
2,1,0,1,1,0,4,0,3,3,0,8,4,0,0,0,15,2,2,1,0,0,0,1,1,1,27,21,0,1,1,0,1,1,0,3,1,3,3,3,2
2,1,0,2,1,0,3,0,1,1,0,6,4,1,1,0,15,3,3,3,1,0,0,1,4,4,121,75,1,1,0,0,1,0,2,2,1,4,4,4,2
2,0,0,2,1,0,3,0,2,3,0,9,4,1,0,1,15,2,1,0,1,1,0,1,4,1,106,75,1,1,1,0,1,0,2,1,0,1,2,2,2
2,0,0,1,1,1,2,0,2,1,0,2,1,0,1,0,15,1,1,0,0,1,0,0,4,4,14,75,0,1,0,2,1,1,0,2,0,2,3,4,4
3,1,0,1,1,0,2,0,2,1,1,5,2,3,0,1,15,1,2,1,0,0,0,1,4,4,106,75,0,1,0,0,1,1,1,2,1,2,2,1,0
2,1,0,0,0,0,6,0,3,3,1,9,3,1,0,1,46,2,2,0,1,0,0,1,1,4,36,17,0,0,1,2,0,1,2,1,0,2,2,4,2
2,1,0,2,1,1,3,0,1,0,1,11,1,0,1,0,15,3,3,0,0,1,0,1,1,4,39,75,0,1,0,2,1,0,0,1,0,2,3,3,2
2,0,0,2,1,0,7,0,2,1,3,7,3,2,0,0,9,2,2,0,1,1,0,1,1,1,14,14,0,1,0,0,1,0,2,2,1,2,2,3,0
2,1,0,1,1,1,3,2,2,3,2,0,0,0,0,0,46,2,2,2,1,2,0,1,1,1,162,75,0,1,1,2,0,0,0,2,1,2,2,1,2
2,0,0,1,1,0,3,0,2,1,0,11,1,1,0,1,15,3,3,0,1,0,0,1,4,1,14,65,0,1,1,2,0,0,2,2,1,0,1,2,4
2,1,0,0,1,0,2,0,2,1,1,11,2,0,0,1,15,2,1,3,1,1,0,1,1,1,106,21,0,1,0,0,0,0,0,2,1,3,2,2,4
2,0,0,1,1,0,2,0,1,0,1,7,3,2,0,0,15,2,3,0,0,1,0,1,1,1,106,27,0,1,0,0,0,0,2,2,1,2,0,2,2
2,0,0,2,1,0,8,0,3,1,0,9,3,1,0,1,15,1,1,0,2,2,0,1,4,1,106,65,0,1,1,0,1,0,0,1,0,0,2,3,2
2,0,0,2,1,0,6,0,2,0,0,9,2,2,1,1,15,2,2,3,1,0,0,1,1,4,121,24,1,1,0,2,0,0,0,2,1,2,1,1,4
2,0,0,0,1,1,8,0,2,1,1,9,3,0,0,1,15,0,2,3,1,1,0,1,1,1,106,21,0,1,0,0,0,0,2,1,0,1,3,3,3
2,0,0,2,1,0,9,0,1,1,0,9,4,0,0,0,15,2,3,1,0,0,1,1,1,1,46,75,0,1,0,0,1,0,2,3,1,2,2,1,4
2,1,0,0,0,0,2,0,2,1,0,8,3,1,0,1,15,1,1,0,1,1,0,1,4,4,106,75,0,1,0,2,0,0,2,1,1,4,3,2,4
2,0,0,1,1,0,8,0,2,1,0,7,2,1,0,1,9,3,3,1,1,2,0,1,4,1,106,17,0,1,0,2,1,0,0,3,0,0,4,3,4
2,1,0,1,1,0,2,0,1,1,0,1,2,3,0,0,9,3,2,1,2,1,0,1,1,1,106,24,0,1,1,2,0,0,1,2,0,2,0,0,4
2,1,0,1,1,0,2,1,2,1,1,6,4,0,0,1,46,1,1,0,0,0,1,1,1,1,31,21,0,1,0,2,1,0,1,0,1,4,0,0,0
2,0,0,2,1,0,8,0,2,1,0,8,5,0,0,0,15,1,1,0,1,0,0,0,4,4,106,65,0,1,0,0,0,0,2,2,1,2,2,1,2
2,1,0,0,1,0,2,0,1,1,1,12,2,0,0,1,46,2,1,1,1,1,0,1,1,1,106,75,0,0,0,2,0,0,2,2,1,2,1,0,2
2,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,45,2,2,0,1,1,0,1,1,4,27,75,0,1,0,2,1,0,1,2,1,2,1,2,2
2,0,0,2,1,0,9,0,2,1,0,11,2,0,0,1,15,2,2,1,1,1,0,1,4,4,106,65,0,1,0,2,0,1,0,2,1,2,1,2,2
2,0,0,2,1,0,3,0,4,1,0,7,4,2,1,0,46,2,2,1,1,1,0,1,1,1,106,21,1,1,1,1,0,0,2,2,1,1,4,2,0
2,1,0,0,1,0,8,0,2,1,0,2,0,0,0,1,15,0,1,3,1,1,0,1,1,4,32,75,0,1,0,0,1,0,2,3,3,2,3,2,2
2,0,0,2,1,1,2,0,3,3,0,10,4,0,0,0,15,2,3,1,2,1,0,0,1,1,106,65,0,1,0,0,1,0,2,3,1,4,4,4,4
2,0,0,2,1,0,8,0,2,1,0,6,1,4,0,0,15,1,2,0,1,0,0,1,1,1,106,65,0,1,0,2,1,0,0,2,1,1,4,2,2
2,1,0,1,1,0,2,0,2,1,0,5,5,1,0,0,46,2,2,0,1,1,0,1,1,1,31,22,0,0,0,2,1,0,0,0,1,3,3,3,4
2,1,0,0,1,1,2,0,2,0,0,5,5,3,0,1,58,1,1,0,1,1,1,0,1,4,106,14,0,0,0,2,0,0,2,0,1,1,0,4,2
2,0,0,1,1,1,5,0,2,0,0,12,1,0,1,1,15,2,2,1,0,0,0,0,4,4,106,75,0,1,1,3,0,1,3,1,1,1,2,2,4
2,0,0,1,0,1,6,0,2,1,0,6,4,3,0,0,9,2,1,0,1,1,0,1,1,1,106,14,0,1,0,1,1,0,0,3,0,2,1,0,2
2,0,0,2,1,0,8,0,1,1,0,10,2,1,0,0,15,1,2,0,0,1,0,1,4,1,106,28,0,1,0,2,1,0,2,3,1,2,2,2,0
2,1,0,0,1,0,3,0,2,0,2,5,5,0,0,0,15,2,1,0,1,1,0,1,1,1,131,75,0,0,0,0,0,0,0,1,1,2,0,0,2
2,0,0,1,1,0,8,0,2,1,1,5,3,1,0,1,9,1,1,1,1,1,0,1,1,1,39,21,0,1,0,0,0,0,1,1,1,2,0,0,2
2,0,0,1,1,0,6,0,2,1,0,11,2,0,0,0,9,2,3,1,1,0,0,1,1,1,106,75,0,0,1,0,1,0,0,2,1,1,3,0,4
2,1,0,2,1,0,5,0,2,0,0,10,3,0,0,1,15,1,2,0,1,1,0,0,1,1,106,75,0,1,0,0,0,1,2,2,1,2,2,2,4
1,0,0,2,1,0,8,0,2,1,0,9,3,1,0,1,15,1,1,1,0,1,0,1,4,1,112,2,0,1,0,1,0,0,2,3,1,1,2,3,2
2,1,0,0,1,0,5,0,0,1,0,5,3,1,0,0,46,2,2,1,1,1,0,1,1,4,152,94,0,1,0,2,0,0,0,0,1,2,2,0,2
2,0,0,1,1,0,9,0,1,1,0,6,6,0,0,1,15,2,2,1,1,1,0,1,4,1,34,2,0,1,0,0,0,0,0,1,1,1,2,2,4
2,0,0,2,1,1,7,0,5,0,3,10,2,0,1,1,57,2,2,3,0,1,0,1,1,1,106,65,1,1,0,3,1,0,0,1,1,1,2,4,3
2,0,0,2,1,0,7,0,2,1,0,8,5,0,1,0,46,1,2,3,1,1,0,0,4,4,83,71,0,1,1,2,1,0,2,3,1,2,2,4,4
2,1,0,1,1,0,2,0,2,1,0,12,1,0,0,1,9,2,2,1,0,0,1,1,1,4,106,75,0,1,0,0,1,0,1,1,1,1,3,2,4
1,0,0,1,1,0,2,0,1,1,0,0,0,0,1,0,9,3,3,1,1,1,0,1,1,1,14,24,0,1,0,0,0,0,0,3,1,2,1,1,4
1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,0,38,2,2,3,1,1,0,1,1,1,107,75,0,1,0,2,1,0,2,1,1,3,2,3,2
2,0,0,0,1,0,2,0,1,0,0,7,3,2,0,1,46,2,2,1,1,1,0,1,4,4,103,63,0,1,0,1,1,0,2,2,1,1,1,2,4
2,1,0,1,1,1,2,0,1,1,0,10,2,1,1,0,7,2,2,1,1,1,0,1,1,1,106,35,0,1,0,0,1,0,0,0,1,4,4,4,4
2,1,0,2,1,0,0,0,2,0,0,0,5,3,0,0,26,2,2,0,1,1,0,1,1,1,14,75,0,1,0,2,0,0,2,2,1,4,0,0,4
2,0,0,1,1,0,6,0,2,1,0,9,3,0,0,0,9,1,2,1,0,1,0,1,1,4,106,65,0,1,0,0,0,0,0,3,0,2,3,3,4
2,1,0,1,1,1,5,0,1,0,0,5,1,2,1,1,9,0,2,0,1,2,0,1,4,4,61,60,1,0,1,2,0,1,1,0,3,2,3,1,4
1,0,0,2,1,1,3,0,1,1,1,0,0,0,1,0,15,2,1,0,1,1,0,1,1,4,27,75,0,1,0,0,0,0,0,2,3,2,4,3,2
2,1,0,2,1,0,2,0,2,1,0,7,4,2,0,1,15,0,1,2,2,2,1,1,4,4,106,24,0,1,0,0,1,0,2,1,3,2,1,2,4
2,1,0,2,1,0,2,0,0,0,1,7,3,2,0,0,15,2,2,0,0,1,0,0,1,1,14,14,0,1,0,0,1,0,2,2,1,2,1,0,2
1,1,0,1,1,0,2,0,4,2,1,6,3,2,0,1,15,1,2,1,1,2,0,1,3,4,106,65,1,1,0,2,0,0,0,1,1,0,3,0,3
1,1,0,1,1,0,2,0,1,0,0,2,0,0,0,1,46,2,2,0,1,1,0,1,4,4,106,75,0,1,0,0,0,0,1,2,1,2,1,0,4
1,1,0,2,1,0,2,0,1,0,0,9,3,1,0,1,15,0,0,1,0,0,0,1,4,4,121,75,0,1,1,0,0,0,2,2,1,3,3,2,4
1,1,0,1,1,0,2,0,1,0,0,9,3,0,1,0,46,1,1,0,0,0,1,1,1,1,14,33,0,1,0,2,1,0,0,0,1,4,0,0,4
2,0,0,1,1,0,2,0,1,2,1,12,1,0,0,1,46,2,2,0,1,1,0,1,3,4,106,25,0,1,0,0,1,1,3,2,0,1,2,2,4
2,0,0,1,1,0,2,0,1,2,1,10,2,0,0,0,9,2,2,3,1,1,1,1,1,1,14,14,1,1,0,0,1,0,3,3,1,2,2,1,0
1,1,0,2,1,0,2,0,2,0,1,5,4,1,0,0,15,1,2,0,1,0,0,1,1,1,106,14,0,1,0,2,1,0,2,2,1,2,3,2,3
2,1,0,1,1,0,5,0,1,0,0,7,6,0,0,1,15,1,2,1,1,1,0,1,3,3,98,10,0,0,0,0,1,0,0,2,1,2,1,2,4
1,1,0,1,1,0,2,0,4,2,0,0,0,0,1,0,15,2,2,1,1,1,0,0,1,1,31,24,0,0,0,1,0,0,0,3,1,1,2,1,4
1,0,0,2,1,0,2,0,0,2,0,8,4,0,0,0,15,1,2,3,1,1,0,1,1,1,14,75,0,1,0,0,1,0,1,1,1,2,3,3,4
1,1,0,1,1,0,2,0,2,1,1,0,0,0,0,1,15,3,3,1,0,0,1,1,1,1,45,75,0,1,0,0,1,0,1,3,1,4,3,2,0
2,1,0,1,1,0,2,0,2,1,0,8,4,0,0,0,15,2,2,0,1,1,0,1,1,1,39,75,0,1,0,2,1,0,0,2,1,2,3,3,4
1,0,0,2,1,0,2,0,1,0,0,12,0,0,1,0,46,3,3,1,1,1,1,1,1,1,106,26,0,1,1,0,1,0,0,3,1,1,2,0,2
2,1,0,0,0,0,2,0,1,1,0,5,4,2,0,1,15,2,2,3,1,1,0,1,1,4,20,33,0,1,1,0,1,1,3,2,0,2,2,2,4
2,0,0,2,1,0,2,0,2,0,0,12,2,0,0,0,15,2,1,0,1,1,0,1,1,1,27,28,0,1,1,0,1,0,2,2,1,3,2,4,4
2,1,1,1,1,0,2,0,0,0,2,0,0,0,0,0,15,1,2,0,2,1,0,1,1,4,47,75,0,1,0,2,0,0,0,2,1,2,0,0,3
2,0,0,2,1,0,2,0,2,0,0,0,5,4,0,1,46,3,3,0,1,2,0,0,4,4,121,17,0,0,1,0,1,0,0,3,1,2,2,2,4
2,1,0,1,1,1,2,0,2,1,0,5,3,4,0,0,15,2,1,0,1,0,0,1,1,1,106,75,0,1,1,0,0,0,1,2,1,1,2,3,4
2,0,0,1,1,0,5,0,2,1,0,8,3,2,0,1,9,1,2,1,1,1,0,1,4,4,106,65,0,1,0,2,0,0,0,2,1,2,2,1,2
3,1,0,2,1,0,2,0,4,2,1,7,3,1,0,0,9,2,2,0,0,0,0,1,1,1,83,24,0,1,0,2,0,0,0,2,1,3,2,1,0
2,1,0,2,1,0,2,0,2,1,0,11,2,0,0,1,15,2,2,1,1,1,0,1,4,4,106,65,0,1,0,2,1,0,2,1,1,1,2,3,4
1,0,0,1,1,1,3,0,1,1,0,0,0,0,1,1,48,2,2,0,1,1,0,1,4,3,121,95,1,0,1,2,0,0,0,2,0,1,2,0,4
1,1,0,2,1,0,2,0,1,0,1,11,1,0,1,0,15,1,1,3,0,0,0,1,1,1,106,75,0,1,0,2,0,0,0,2,1,2,1,2,4
1,1,0,1,1,0,2,0,1,0,1,6,3,3,0,1,9,0,1,1,2,2,0,1,1,1,106,21,1,1,1,0,0,1,0,1,1,0,0,0,3
2,1,0,0,1,1,2,0,3,1,0,10,2,0,0,0,15,2,2,3,1,1,0,1,1,1,106,91,0,1,0,0,1,0,0,3,1,4,3,3,2
1,0,0,1,1,0,2,0,1,0,1,7,2,2,0,1,46,2,2,1,1,1,0,1,1,1,121,24,0,1,1,2,1,0,1,1,1,3,4,4,4
2,1,0,1,1,0,2,0,1,1,0,5,4,4,0,1,15,2,2,0,2,1,1,1,4,4,44,75,1,0,0,2,0,0,3,2,0,2,1,1,2
2,0,0,0,1,0,2,0,1,0,0,10,3,0,0,0,15,2,3,0,1,2,0,1,1,1,14,75,0,0,0,0,1,0,0,2,1,2,2,2,4
1,1,0,2,1,1,2,2,0,0,2,5,6,1,0,0,46,2,2,3,2,1,0,1,4,4,114,24,0,0,0,0,1,1,0,1,1,2,2,3,0
2,0,0,1,1,1,2,0,1,1,0,8,5,0,1,1,46,3,2,0,1,1,0,1,3,4,71,24,1,1,0,0,1,1,1,3,1,2,1,1,4
2,0,0,1,1,0,2,0,1,0,0,9,2,1,0,0,15,2,2,1,1,1,0,1,1,1,106,24,0,1,0,0,0,0,1,3,1,2,2,2,4
